,Step,Susceptible,Infected,Recovered,Encounters
58,59,610,9,381,38
59,60,606,11,383,70
60,61,600,16,384,66
61,62,596,16,388,53
62,63,591,20,389,27
63,64,588,20,392,11
64,65,587,14,399,11
65,66,587,9,404,8
66,67,585,9,406,8
67,68,585,5,410,11
68,69,583,6,411,15
69,70,581,8,411,41
70,71,577,11,412,35
71,72,576,9,415,34
72,73,571,13,416,39
73,74,568,13,419,25
74,75,565,14,421,22
75,76,563,12,425,51
76,77,559,13,428,32
77,78,554,14,432,22
78,79,552,15,433,21
79,80,550,11,439,22
80,81,549,9,442,21
81,82,547,8,445,21
82,83,547,5,448,10
83,84,547,3,450,14
84,85,547,3,450,5
85,86,547,2,451,5
86,87,547,2,451,6
87,88,545,3,452,0
88,89,545,2,453,12
89,90,544,3,453,0
90,91,544,1,455,0
91,92,544,1,455,0
92,93,544,1,455,0
93,94,544,0,456,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,59
3,4,991,9,0,266
4,5,971,29,0,451
5,6,947,53,0,553
6,7,927,70,3,633
7,8,907,83,10,596
8,9,886,90,24,523
9,10,869,93,38,658
10,11,852,94,54,372
11,12,838,77,85,138
12,13,831,66,103,127
13,14,827,56,117,225
14,15,815,48,137,95
15,16,810,40,150,62
16,17,805,36,159,87
17,18,802,28,170,108
18,19,793,28,179,206
19,20,782,34,184,123
20,21,775,32,193,53
21,22,769,33,198,59
22,23,764,31,205,64
23,24,760,30,210,78
24,25,753,31,216,44
25,26,751,22,227,25
26,27,750,16,234,71
27,28,745,15,240,74
28,29,738,17,245,49
29,30,735,19,246,87
30,31,730,20,250,60
31,32,726,21,253,39
32,33,724,17,259,48
33,34,719,18,263,41
34,35,716,16,268,31
35,36,714,14,272,22
36,37,711,13,276,30
37,38,708,12,280,27
38,39,703,14,283,67
39,40,698,14,288,88
40,41,688,22,290,53
41,42,684,23,293,53
42,43,680,24,296,98
43,44,672,25,303,76
44,45,667,24,309,32
45,46,663,24,313,16
46,47,660,22,318,19
47,48,659,18,323,47
48,49,656,12,332,31
49,50,652,14,334,28
50,51,647,16,337,41
51,52,641,21,338,58
52,53,636,23,341,39
53,54,634,19,347,34
54,55,632,17,351,49
55,56,630,16,354,25
56,57,628,14,358,34
57,58,627,9,364,20
58,59,626,5,369,29
59,60,622,7,371,14
60,61,620,9,371,10
61,62,620,8,372,22
62,63,619,5,376,10
63,64,619,4,377,14
64,65,619,2,379,0
65,66,619,2,379,0
66,67,619,2,379,0
67,68,619,0,381,0
0,1,999,1,0,53
1,2,995,5,0,68
2,3,987,13,0,196
3,4,971,28,1,409
4,5,947,50,3,861
5,6,911,83,6,555
6,7,889,98,13,481
7,8,875,96,29,620
8,9,855,90,55,305
9,10,845,77,78,337
10,11,830,76,94,181
11,12,823,56,121,259
12,13,809,53,138,296
13,14,796,52,152,144
14,15,790,50,160,120
15,16,782,48,170,209
16,17,771,42,187,132
17,18,760,44,196,137
18,19,752,44,204,112
19,20,745,43,212,28
20,21,744,33,223,93
21,22,741,26,233,49
22,23,737,24,239,131
23,24,727,27,246,111
24,25,719,28,253,67
25,26,715,27,258,80
26,27,710,26,264,68
27,28,706,23,271,34
28,29,704,22,274,38
29,30,699,23,278,71
30,31,694,19,287,87
31,32,687,23,290,103
32,33,679,26,295,61
33,34,675,24,301,109
34,35,667,27,306,52
35,36,663,26,311,32
36,37,660,22,318,26
37,38,655,20,325,40
38,39,652,20,328,38
39,40,651,13,336,0
40,41,651,9,340,35
41,42,645,12,343,41
42,43,642,12,346,32
43,44,638,15,347,38
44,45,636,13,351,33
45,46,634,14,352,31
46,47,633,12,355,51
47,48,628,12,360,24
48,49,626,12,362,69
49,50,623,12,365,17
50,51,621,11,368,25
51,52,620,10,370,27
52,53,617,8,375,13
53,54,616,7,377,13
54,55,616,7,377,26
55,56,611,9,380,29
56,57,608,10,382,61
57,58,604,13,383,70
58,59,600,13,387,66
59,60,594,16,390,60
60,61,591,17,392,50
61,62,587,17,396,33
62,63,584,14,402,42
63,64,581,14,405,22
64,65,578,14,408,30
65,66,577,10,413,45
66,67,569,17,414,15
67,68,568,16,416,13
68,69,567,15,418,19
69,70,565,11,424,12
70,71,564,8,428,11
71,72,564,6,430,8
72,73,564,5,431,15
73,74,564,4,432,0
74,75,564,2,434,0
75,76,564,1,435,0
76,77,564,0,436,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,1,0,0
9,10,999,1,0,0
10,11,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,26
4,5,995,4,1,33
5,6,991,8,1,96
6,7,977,22,1,284
7,8,956,41,3,630
8,9,923,71,6,659
9,10,899,89,12,551
10,11,878,101,21,638
11,12,859,99,42,361
12,13,848,87,65,170
13,14,842,69,89,203
14,15,831,60,109,113
15,16,824,45,131,101
16,17,816,38,146,55
17,18,812,29,159,152
18,19,804,30,166,73
19,20,800,29,171,71
20,21,791,35,174,76
21,22,785,34,181,94
22,23,780,30,190,77
23,24,775,24,201,125
24,25,766,27,207,89
25,26,760,29,211,124
26,27,750,32,218,62
27,28,746,29,225,43
28,29,742,24,234,24
29,30,738,23,239,24
30,31,736,19,245,93
31,32,729,18,253,59
32,33,722,21,257,80
33,34,720,20,260,89
34,35,718,16,266,35
35,36,712,16,272,44
36,37,710,11,279,95
37,38,700,20,280,58
38,39,697,21,282,68
39,40,692,24,284,101
40,41,684,27,289,74
41,42,681,24,295,61
42,43,681,18,301,94
43,44,672,18,310,42
44,45,668,18,314,72
45,46,664,18,318,113
46,47,655,25,320,103
47,48,647,28,325,33
48,49,646,25,329,49
49,50,644,21,335,5
50,51,644,14,342,31
51,52,640,14,346,23
52,53,638,9,353,11
53,54,638,8,354,15
54,55,635,10,355,26
55,56,634,9,357,13
56,57,634,6,360,34
57,58,630,8,362,27
58,59,628,6,366,20
59,60,627,7,366,30
60,61,624,9,367,32
61,62,620,12,368,38
62,63,618,12,370,11
63,64,616,13,371,30
64,65,613,15,372,20
65,66,610,15,375,26
66,67,608,10,382,14
67,68,607,10,383,52
68,69,602,13,385,13
69,70,600,14,386,33
70,71,598,12,390,38
71,72,593,12,395,40
72,73,588,12,400,30
73,74,586,14,400,26
74,75,584,14,402,14
75,76,584,11,405,18
76,77,581,10,409,16
77,78,579,9,412,24
78,79,576,11,413,27
79,80,575,9,416,19
80,81,574,7,419,4
81,82,574,5,421,9
82,83,574,4,422,0
83,84,574,3,423,0
84,85,574,1,425,0
85,86,574,1,425,0
86,87,574,0,426,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,52
3,4,995,5,0,116
4,5,983,16,1,236
5,6,963,36,1,410
6,7,938,61,1,584
7,8,907,86,7,589
8,9,889,94,17,534
9,10,871,98,31,448
10,11,859,86,55,297
11,12,848,75,77,260
12,13,838,64,98,227
13,14,824,61,115,157
14,15,816,56,128,318
15,16,801,62,137,251
16,17,791,54,155,136
17,18,783,55,162,180
18,19,774,48,178,192
19,20,764,45,191,70
20,21,762,41,197,169
21,22,752,42,206,84
22,23,748,36,216,99
23,24,744,29,227,44
24,25,742,23,235,70
25,26,736,24,240,29
26,27,735,18,247,45
27,28,732,15,253,53
28,29,727,17,256,37
29,30,724,16,260,30
30,31,723,14,263,29
31,32,719,15,266,25
32,33,718,11,271,34
33,34,715,11,274,31
34,35,711,11,278,50
35,36,708,13,279,72
36,37,705,14,281,26
37,38,703,14,283,51
38,39,698,12,290,27
39,40,696,12,292,65
40,41,688,18,294,38
41,42,685,20,295,61
42,43,680,21,299,75
43,44,674,21,305,40
44,45,670,19,311,26
45,46,667,18,315,47
46,47,664,17,319,23
47,48,663,13,324,11
48,49,663,13,324,21
49,50,661,8,331,21
50,51,659,9,332,9
51,52,659,5,336,12
52,53,656,7,337,32
53,54,653,8,339,33
54,55,648,12,340,47
55,56,646,13,341,14
56,57,645,12,343,5
57,58,644,10,346,10
58,59,644,7,349,17
59,60,641,8,351,0
60,61,641,5,354,35
61,62,637,8,355,0
62,63,637,6,357,14
63,64,635,6,359,20
64,65,634,6,360,11
65,66,634,6,360,0
66,67,634,4,362,44
67,68,630,5,365,47
68,69,628,6,366,21
69,70,627,7,366,16
70,71,623,10,367,22
71,72,620,10,370,21
72,73,617,13,370,60
73,74,610,17,373,23
74,75,608,16,376,34
75,76,605,17,378,54
76,77,599,17,384,54
77,78,598,15,387,99
78,79,589,20,391,62
79,80,584,19,397,41
80,81,580,21,399,57
81,82,576,23,401,7
82,83,574,21,405,25
83,84,571,19,410,2
84,85,571,11,418,36
85,86,567,13,420,24
86,87,565,10,425,18
87,88,561,12,427,24
88,89,559,12,429,25
89,90,557,13,430,18
90,91,556,11,433,41
91,92,552,10,438,16
92,93,552,8,440,0
93,94,552,8,440,5
94,95,552,5,443,0
95,96,552,5,443,0
96,97,552,0,448,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,1,0,0
9,10,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,54
2,3,994,6,0,0
3,4,994,6,0,106
4,5,986,14,0,271
5,6,968,30,2,411
6,7,934,62,4,739
7,8,902,90,8,508
8,9,882,101,17,545
9,10,863,102,35,661
10,11,837,97,66,465
11,12,823,91,86,297
12,13,813,75,112,271
13,14,802,64,134,182
14,15,794,57,149,79
15,16,789,47,164,190
16,17,779,43,178,132
17,18,771,40,189,163
18,19,762,40,198,127
19,20,752,38,210,72
20,21,747,37,216,170
21,22,735,44,221,93
22,23,731,40,229,62
23,24,727,34,239,41
24,25,725,25,250,45
25,26,722,18,260,53
26,27,714,22,264,73
27,28,709,22,269,82
28,29,703,27,270,79
29,30,701,22,277,71
30,31,695,21,284,13
31,32,694,19,287,14
32,33,694,13,293,14
33,34,693,9,298,23
34,35,692,6,302,19
35,36,690,6,304,20
36,37,688,5,307,20
37,38,686,7,307,25
38,39,683,8,309,47
39,40,678,12,310,39
40,41,674,16,310,21
41,42,672,17,311,45
42,43,666,20,314,22
43,44,666,12,322,31
44,45,663,12,325,43
45,46,661,12,327,28
46,47,656,13,331,40
47,48,654,12,334,31
48,49,652,11,337,42
49,50,650,9,341,21
50,51,649,7,344,23
51,52,644,10,346,64
52,53,638,14,348,52
53,54,636,14,350,32
54,55,635,13,352,16
55,56,632,14,354,16
56,57,630,13,357,17
57,58,630,6,364,10
58,59,629,5,366,34
59,60,627,7,366,10
60,61,626,7,367,19
61,62,624,8,368,21
62,63,624,6,370,34
63,64,623,6,371,23
64,65,621,7,372,46
65,66,617,11,372,34
66,67,612,14,374,34
67,68,608,15,377,34
68,69,607,14,379,27
69,70,604,12,384,18
70,71,602,13,385,28
71,72,600,11,389,21
72,73,599,10,391,34
73,74,597,8,395,9
74,75,597,8,395,10
75,76,595,6,399,23
76,77,592,7,401,7
77,78,591,7,402,32
78,79,589,7,404,29
79,80,588,7,405,35
80,81,586,7,407,33
81,82,582,11,407,13
82,83,580,10,410,7
83,84,580,8,412,20
84,85,579,6,415,0
85,86,579,5,416,26
86,87,575,7,418,29
87,88,573,7,420,16
88,89,572,8,420,14
89,90,572,7,421,8
90,91,571,4,425,14
91,92,570,4,426,0
92,93,570,3,427,1
93,94,570,1,429,0
94,95,570,1,429,0
95,96,570,1,429,0
96,97,570,1,429,0
97,98,570,1,429,0
98,99,570,0,430,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,56
3,4,995,5,0,156
4,5,979,20,1,586
5,6,938,61,1,488
6,7,918,79,3,972
7,8,887,109,4,583
8,9,872,103,25,689
9,10,852,104,44,381
10,11,838,89,73,272
11,12,829,78,93,165
12,13,821,59,120,90
13,14,815,50,135,147
14,15,806,43,151,146
15,16,798,38,164,74
16,17,793,34,173,110
17,18,786,34,180,107
18,19,778,34,188,78
19,20,773,27,200,51
20,21,770,22,208,63
21,22,768,20,212,159
22,23,760,16,224,97
23,24,751,23,226,190
24,25,739,32,229,107
25,26,730,39,231,117
26,27,723,39,238,133
27,28,715,37,248,194
28,29,704,35,261,70
29,30,701,32,267,56
30,31,698,27,275,72
31,32,689,23,288,41
32,33,685,25,290,45
33,34,684,19,297,89
34,35,674,28,298,84
35,36,666,28,306,83
36,37,661,28,311,75
37,38,656,26,318,125
38,39,649,30,321,46
39,40,647,25,328,57
40,41,644,21,335,50
41,42,639,19,342,11
42,43,638,15,347,29
43,44,637,13,350,15
44,45,636,7,357,0
45,46,636,4,360,15
46,47,634,5,361,12
47,48,631,6,363,31
48,49,628,8,364,30
49,50,627,8,365,39
50,51,624,10,366,38
51,52,622,10,368,19
52,53,620,11,369,11
53,54,618,11,371,16
54,55,618,9,373,25
55,56,615,9,376,26
56,57,612,12,376,4
57,58,612,10,378,27
58,59,610,7,383,26
59,60,608,8,384,4
60,61,608,6,386,20
61,62,604,9,387,9
62,63,604,8,388,6
63,64,604,6,390,12
64,65,603,6,391,18
65,66,603,4,393,0
66,67,603,3,394,0
67,68,603,3,394,0
68,69,603,3,394,0
69,70,603,2,395,0
70,71,603,1,396,0
71,72,603,1,396,0
72,73,603,0,397,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,38
7,8,994,5,1,106
8,9,986,13,1,142
9,10,968,31,1,602
10,11,932,66,2,917
11,12,894,98,8,594
12,13,874,107,19,315
13,14,862,102,36,495
14,15,847,83,70,370
15,16,830,80,90,388
16,17,816,73,111,99
17,18,812,58,130,162
18,19,803,51,146,166
19,20,795,43,162,171
20,21,786,39,175,163
21,22,777,38,185,251
22,23,762,48,190,125
23,24,755,46,199,101
24,25,750,41,209,74
25,26,745,36,219,35
26,27,741,34,225,36
27,28,738,26,236,71
28,29,734,22,244,51
29,30,730,18,252,12
30,31,729,14,257,34
31,32,727,11,262,20
32,33,726,9,265,31
33,34,724,8,268,30
34,35,721,10,269,21
35,36,720,10,270,9
36,37,718,7,275,22
37,38,716,7,277,3
38,39,716,5,279,18
39,40,714,6,280,11
40,41,714,5,281,0
41,42,714,4,282,28
42,43,714,1,285,10
43,44,713,1,286,8
44,45,713,1,286,0
45,46,713,1,286,15
46,47,711,2,287,14
47,48,710,3,287,17
48,49,708,5,287,14
49,50,708,4,288,8
50,51,706,5,289,29
51,52,704,7,289,26
52,53,700,9,291,65
53,54,695,13,292,38
54,55,689,17,294,78
55,56,685,17,298,71
56,57,679,21,300,119
57,58,671,27,302,114
58,59,662,31,307,85
59,60,659,27,314,71
60,61,654,29,317,62
61,62,649,23,328,15
62,63,647,19,334,44
63,64,642,21,337,44
64,65,639,23,338,44
65,66,636,22,342,33
66,67,633,16,351,18
67,68,630,15,355,40
68,69,626,16,358,15
69,70,624,17,359,51
70,71,621,16,363,30
71,72,619,11,370,37
72,73,615,13,372,25
73,74,614,11,375,35
74,75,612,11,377,20
75,76,612,6,382,17
76,77,611,4,385,11
77,78,610,4,386,4
78,79,610,2,388,0
79,80,610,2,388,0
80,81,610,2,388,0
81,82,610,2,388,0
82,83,610,1,389,0
83,84,610,0,390,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,20
4,5,997,3,0,0
5,6,997,3,0,0
6,7,997,3,0,50
7,8,994,4,2,0
8,9,994,4,2,0
9,10,994,3,3,0
10,11,994,2,4,0
11,12,994,2,4,30
12,13,994,1,5,61
13,14,988,6,6,101
14,15,976,18,6,243
15,16,961,33,6,308
16,17,943,47,10,717
17,18,911,72,17,555
18,19,892,83,25,516
19,20,873,89,38,475
20,21,857,81,62,365
21,22,845,78,77,440
22,23,831,73,96,186
23,24,826,62,112,223
24,25,815,56,129,185
25,26,805,51,144,185
26,27,793,47,160,44
27,28,789,40,171,63
28,29,784,35,181,37
29,30,781,27,192,43
30,31,776,25,199,70
31,32,770,25,205,58
32,33,768,19,213,52
33,34,763,21,216,51
34,35,758,20,222,95
35,36,749,24,227,38
36,37,746,24,230,29
