,Step,Susceptible,Infected,Recovered,Encounters
33,34,776,19,205,30
34,35,775,18,207,112
35,36,765,23,212,62
36,37,758,25,217,83
37,38,750,27,223,56
38,39,746,28,226,29
39,40,743,23,234,107
40,41,737,25,238,51
41,42,729,24,247,27
42,43,726,24,250,38
43,44,722,23,255,20
44,45,720,15,265,20
45,46,717,12,271,9
46,47,716,12,272,9
47,48,716,10,274,0
48,49,716,6,278,0
49,50,716,4,280,23
50,51,715,2,283,0
51,52,715,1,284,2
52,53,715,1,284,0
53,54,715,1,284,5
54,55,714,1,285,0
55,56,714,1,285,0
56,57,714,1,285,0
57,58,714,1,285,0
58,59,714,1,285,0
59,60,714,1,285,0
60,61,714,0,286,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,35
2,3,996,4,0,1
3,4,995,5,0,0
4,5,995,4,1,0
5,6,995,1,4,0
6,7,995,1,4,0
7,8,995,1,4,0
8,9,995,1,4,0
9,10,995,1,4,0
10,11,995,0,5,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,26
3,4,997,3,0,25
4,5,995,5,0,26
5,6,994,6,0,44
6,7,988,12,0,95
7,8,983,16,1,72
8,9,973,24,3,247
9,10,955,41,4,257
10,11,940,49,11,128
11,12,931,52,17,216
12,13,922,50,28,171
13,14,911,50,39,142
14,15,900,51,49,187
15,16,891,48,61,90
16,17,884,43,73,71
17,18,881,35,84,64
18,19,874,31,95,40
19,20,869,29,102,68
20,21,865,27,108,106
21,22,854,33,113,141
22,23,845,36,119,36
23,24,842,32,126,78
24,25,837,27,136,49
25,26,836,22,142,67
26,27,833,19,148,37
27,28,833,11,156,9
28,29,833,8,159,12
29,30,832,3,165,15
30,31,831,2,167,0
31,32,831,2,167,0
32,33,831,1,168,0
33,34,831,1,168,0
34,35,831,0,169,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,1,0,0
9,10,999,0,1,0
0,1,999,1,0,33
1,2,994,6,0,79
2,3,985,15,0,81
3,4,979,21,0,158
4,5,969,29,2,255
5,6,949,46,5,221
6,7,940,46,14,216
7,8,921,59,20,334
8,9,903,67,30,256
9,10,890,64,46,253
10,11,876,66,58,224
11,12,865,59,76,343
12,13,847,62,91,148
13,14,840,55,105,199
14,15,825,60,115,142
15,16,817,53,130,83
16,17,810,45,145,60
17,18,805,40,155,123
18,19,796,35,169,62
19,20,792,31,177,57
20,21,786,31,183,27
21,22,784,28,188,82
22,23,776,28,196,38
23,24,773,24,203,88
24,25,769,22,209,60
25,26,763,24,213,88
26,27,756,25,219,40
27,28,752,20,228,23
28,29,751,17,232,62
29,30,748,12,240,73
30,31,744,11,245,16
31,32,742,11,247,22
32,33,739,12,249,44
33,34,733,16,251,18
34,35,733,12,255,11
35,36,731,11,258,11
36,37,729,12,259,24
37,38,726,9,265,18
38,39,724,11,265,13
39,40,724,8,268,11
40,41,724,6,270,21
41,42,721,5,274,15
42,43,720,5,275,6
43,44,720,4,276,9
44,45,719,5,276,36
45,46,715,6,279,14
46,47,712,9,279,18
47,48,709,12,279,4
48,49,709,10,281,0
49,50,709,8,283,35
50,51,705,8,287,51
51,52,700,10,290,18
52,53,697,13,290,26
53,54,696,11,293,21
54,55,693,12,295,20
55,56,692,10,298,8
56,57,690,9,301,20
57,58,686,11,303,23
58,59,684,10,306,14
59,60,682,9,309,11
60,61,680,9,311,25
61,62,677,10,313,2
62,63,677,6,317,10
63,64,675,7,318,37
64,65,672,7,321,17
65,66,670,7,323,36
66,67,666,10,324,41
67,68,662,12,326,18
68,69,659,13,328,23
69,70,658,11,331,24
70,71,657,9,334,8
71,72,657,7,336,0
72,73,657,2,341,12
73,74,656,2,342,0
74,75,656,2,342,15
75,76,655,2,343,7
76,77,654,3,343,15
77,78,653,4,343,8
78,79,653,2,345,0
79,80,653,1,346,0
80,81,653,0,347,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,11
5,6,998,2,0,25
6,7,997,2,1,67
7,8,990,9,1,96
8,9,978,21,1,228
9,10,964,34,2,356
10,11,937,57,6,414
11,12,917,73,10,315
12,13,903,76,21,302
13,14,888,74,38,265
14,15,874,68,58,264
15,16,860,67,73,183
16,17,851,60,89,101
17,18,840,53,107,160
18,19,828,54,118,120
19,20,823,46,131,82
20,21,818,38,144,135
21,22,807,38,155,89
22,23,800,38,162,114
23,24,793,35,172,41
24,25,789,27,184,97
25,26,779,32,189,32
26,27,775,27,198,29
27,28,771,24,205,35
28,29,770,18,212,39
29,30,767,15,218,9
30,31,767,8,225,0
31,32,767,8,225,13
32,33,763,7,230,18
33,34,761,8,231,11
34,35,761,7,232,9
35,36,760,7,233,13
36,37,759,6,235,32
37,38,756,7,237,14
38,39,756,7,237,15
39,40,753,9,238,17
40,41,752,8,240,14
41,42,750,9,241,20
42,43,747,9,244,14
43,44,746,8,246,6
44,45,746,6,248,0
45,46,746,4,250,0
46,47,746,2,252,0
47,48,746,1,253,0
48,49,746,1,253,0
49,50,746,0,254,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,39
1,2,995,5,0,43
2,3,991,9,0,90
3,4,984,16,0,200
4,5,970,28,2,221
5,6,958,37,5,233
6,7,943,46,11,132
7,8,931,50,19,66
8,9,924,47,29,194
9,10,909,54,37,279
10,11,895,57,48,283
11,12,881,55,64,123
12,13,873,55,72,152
13,14,863,58,79,230
14,15,853,55,92,147
15,16,844,51,105,55
16,17,840,44,116,115
17,18,832,38,130,64
18,19,829,32,139,69
19,20,825,29,146,37
20,21,821,22,157,8
21,22,820,18,162,27
22,23,815,16,169,22
23,24,814,14,172,15
24,25,813,14,173,24
25,26,811,12,177,25
26,27,809,12,179,32
27,28,805,11,184,28
28,29,802,12,186,42
29,30,798,16,186,39
30,31,793,14,193,11
31,32,792,13,195,55
32,33,786,17,197,30
33,34,779,19,202,63
34,35,773,23,204,38
35,36,768,27,205,34
36,37,765,26,209,35
37,38,763,19,218,11
38,39,762,17,221,62
39,40,757,20,223,51
40,41,752,18,230,10
41,42,752,14,234,22
42,43,750,13,237,36
43,44,749,12,239,57
44,45,742,16,242,35
45,46,740,14,246,38
46,47,735,16,249,34
47,48,732,17,251,22
48,49,728,19,253,28
49,50,723,20,257,16
50,51,722,14,264,11
51,52,720,14,266,19
52,53,717,13,270,12
53,54,716,12,272,5
54,55,716,9,275,1
55,56,716,3,281,1
56,57,716,3,281,0
57,58,716,2,282,0
58,59,716,1,283,0
59,60,716,0,284,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,38
1,2,995,5,0,161
2,3,985,15,0,146
3,4,971,29,0,267
4,5,950,49,1,424
5,6,925,68,7,541
6,7,899,84,17,218
7,8,890,86,24,380
8,9,873,79,48,305
9,10,857,74,69,284
10,11,842,70,88,163
11,12,831,69,100,144
12,13,820,66,114,102
13,14,815,56,129,110
14,15,809,48,143,66
15,16,804,37,159,69
16,17,797,35,168,148
17,18,786,39,175,50
18,19,783,32,185,108
19,20,776,33,191,76
20,21,771,28,201,69
21,22,766,25,209,98
22,23,758,29,213,72
23,24,755,25,220,42
24,25,752,22,226,37
25,26,748,23,229,73
26,27,741,25,234,64
27,28,738,22,240,32
28,29,737,18,245,0
29,30,737,13,250,6
30,31,737,8,255,8
31,32,737,3,260,13
32,33,737,1,262,0
33,34,737,1,262,13
34,35,737,0,263,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,1,0,0
9,10,999,1,0,0
10,11,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,44
3,4,995,5,0,97
4,5,985,14,1,93
5,6,978,21,1,106
6,7,965,33,2,285
7,8,943,53,4,360
8,9,925,65,10,208
9,10,914,68,18,403
10,11,892,75,33,266
11,12,875,76,49,317
12,13,858,80,62,321
13,14,842,80,78,165
14,15,830,74,96,283
15,16,813,75,112,161
16,17,806,67,127,166
17,18,799,49,152,83
18,19,791,40,169,26
19,20,788,34,178,64
20,21,782,29,189,55
21,22,777,26,197,28
22,23,776,20,204,79
23,24,771,18,211,51
24,25,765,18,217,60
25,26,760,20,220,66
26,27,751,27,222,44
27,28,746,29,225,61
28,29,741,29,230,35
29,30,739,22,239,29
30,31,737,17,246,29
31,32,733,17,250,25
32,33,731,15,254,10
33,34,730,10,260,25
34,35,728,9,263,9
35,36,728,5,267,14
36,37,727,4,269,6
37,38,727,2,271,5
38,39,727,1,272,2
39,40,727,0,273,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,43
1,2,991,9,0,111
2,3,976,24,0,179
3,4,962,38,0,237
4,5,944,54,2,278
5,6,930,59,11,119
6,7,920,57,23,155
7,8,908,59,33,184
8,9,897,55,48,169
9,10,884,56,60,86
10,11,878,51,71,130
11,12,867,46,87,129
12,13,854,52,94,235
13,14,842,51,107,242
14,15,832,52,116,103
15,16,825,45,130,142
16,17,816,42,142,101
17,18,809,39,152,66
18,19,805,32,163,61
19,20,800,27,173,58
20,21,797,27,176,129
21,22,789,31,180,89
22,23,779,33,188,42
23,24,777,30,193,88
24,25,770,28,202,49
25,26,766,26,208,71
26,27,760,26,214,89
27,28,755,26,219,35
28,29,751,23,226,52
29,30,748,22,230,41
30,31,744,19,237,51
31,32,740,17,243,42
32,33,737,17,246,13
33,34,735,14,251,30
34,35,731,16,253,75
35,36,725,19,256,31
36,37,722,19,259,56
37,38,717,21,262,29
38,39,712,20,268,57
39,40,707,21,272,32
40,41,704,19,277,57
41,42,700,20,280,24
42,43,697,16,287,28
43,44,692,17,291,30
44,45,689,17,294,22
45,46,688,13,299,31
46,47,687,12,301,4
47,48,687,10,303,18
48,49,686,6,308,10
49,50,684,6,310,7
50,51,683,5,312,28
51,52,681,7,312,7
52,53,680,7,313,9
53,54,679,6,315,37
54,55,678,6,316,16
55,56,676,8,316,30
56,57,675,7,318,18
57,58,672,10,318,15
58,59,671,6,323,13
59,60,670,5,325,0
60,61,670,4,326,16
61,62,669,4,327,24
62,63,665,7,328,22
63,64,663,8,329,18
64,65,661,10,329,17
65,66,660,10,330,34
66,67,658,9,333,15
67,68,656,9,335,18
68,69,655,7,338,10
69,70,655,7,338,0
70,71,655,5,340,0
71,72,655,3,342,0
72,73,655,0,345,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,27
1,2,996,4,0,79
2,3,989,11,0,222
3,4,971,29,0,77
4,5,962,37,1,228
5,6,942,53,5,298
6,7,917,71,12,390
7,8,896,82,22,121
8,9,891,76,33,251
9,10,882,65,53,136
10,11,875,54,71,113
11,12,867,45,88,165
12,13,856,44,100,69
13,14,850,37,113,34
14,15,847,31,122,120
15,16,838,34,128,167
16,17,827,36,137,144
17,18,816,41,143,144
18,19,807,45,148,177
19,20,798,42,160,48
20,21,794,41,165,58
21,22,788,37,175,91
22,23,783,34,183,38
23,24,778,29,193,51
24,25,774,24,202,24
25,26,769,21,210,39
26,27,765,22,213,20
27,28,762,19,219,27
28,29,760,16,224,41
29,30,756,12,232,19
30,31,756,9,235,26
31,32,752,12,236,29
32,33,748,13,239,29
33,34,747,11,242,34
34,35,745,11,244,33
35,36,743,7,250,0
36,37,743,7,250,29
37,38,743,5,252,0
38,39,743,4,253,21
39,40,741,3,256,38
40,41,739,4,257,40
41,42,733,10,257,38
42,43,732,10,258,50
43,44,728,12,260,80
44,45,720,18,262,88
45,46,711,24,265,69
46,47,702,31,267,32
47,48,700,27,273,60
48,49,694,27,279,45
49,50,692,23,285,59
50,51,687,22,291,48
51,52,683,23,294,52
52,53,678,20,302,19
53,54,677,16,307,18
54,55,674,17,309,49
55,56,672,14,314,25
56,57,668,14,318,40
57,58,665,15,320,38
58,59,661,13,326,20
59,60,659,13,328,32
60,61,657,12,331,26
61,62,653,12,335,8
62,63,653,8,339,9
63,64,652,7,341,6
64,65,652,7,341,10
65,66,652,3,345,0
66,67,652,3,345,16
67,68,649,6,345,8
68,69,649,5,346,1
69,70,649,3,348,0
70,71,649,0,351,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,1,0,0
9,10,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
