,Step,Susceptible,Infected,Recovered,Encounters
63,64,648,17,335,6
64,65,645,15,340,5
65,66,643,14,343,6
66,67,638,15,347,6
67,68,635,14,351,13
68,69,631,16,353,5
69,70,626,16,358,0
70,71,626,11,363,1
71,72,625,11,364,0
72,73,625,7,368,0
73,74,625,2,373,4
74,75,622,4,374,2
75,76,620,6,374,0
76,77,620,6,374,12
77,78,614,11,375,16
78,79,608,15,377,3
79,80,606,16,378,17
80,81,600,17,383,7
81,82,593,21,386,7
82,83,589,19,392,24
83,84,584,21,395,30
84,85,579,26,395,0
85,86,579,19,402,1
86,87,578,11,411,11
87,88,574,12,414,0
88,89,574,10,416,12
89,90,568,13,419,13
90,91,563,17,420,2
91,92,561,17,422,9
92,93,559,13,428,3
93,94,557,13,430,11
94,95,552,16,432,6
95,96,549,14,437,9
96,97,544,16,440,7
97,98,541,17,442,1
98,99,540,15,445,9
99,100,537,16,447,3
100,101,536,12,452,0
101,102,536,8,456,0
102,103,536,6,458,0
103,104,536,5,459,2
104,105,534,6,460,0
105,106,534,4,462,0
106,107,534,2,464,1
107,108,533,2,465,0
108,109,533,2,465,2
109,110,531,4,465,0
110,111,531,2,467,0
111,112,531,2,467,0
112,113,531,1,468,0
113,114,531,1,468,0
114,115,531,0,469,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,25
5,6,976,24,0,89
6,7,957,43,0,84
7,8,944,55,1,121
8,9,932,63,5,112
9,10,918,61,21,49
10,11,910,52,38,28
11,12,906,46,48,77
12,13,895,44,61,20
13,14,891,37,72,24
14,15,879,34,87,30
15,16,868,39,93,16
16,17,864,34,102,61
17,18,843,47,110,15
18,19,841,40,119,20
19,20,837,38,125,19
20,21,831,33,136,36
21,22,823,31,146,22
22,23,817,29,154,26
23,24,809,31,160,14
24,25,804,29,167,17
25,26,798,31,171,42
26,27,792,27,181,28
27,28,782,32,186,14
28,29,778,28,194,12
29,30,775,28,197,56
30,31,765,30,205,52
31,32,759,28,213,4
32,33,757,22,221,2
33,34,755,18,227,18
34,35,750,19,231,13
35,36,746,21,233,0
36,37,746,17,237,5
37,38,741,15,244,13
38,39,734,17,249,12
39,40,728,22,250,11
40,41,721,26,253,8
41,42,717,26,257,26
42,43,707,27,266,14
43,44,703,28,269,8
44,45,699,23,278,7
45,46,696,19,285,24
46,47,685,26,289,3
47,48,682,23,295,12
48,49,679,23,298,0
49,50,679,16,305,0
50,51,679,13,308,9
51,52,676,8,316,0
52,53,676,5,319,0
53,54,676,4,320,0
54,55,676,3,321,0
55,56,676,2,322,0
56,57,676,1,323,0
57,58,676,0,324,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,1,0,0
9,10,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,23
1,2,979,21,0,24
2,3,967,33,0,75
3,4,954,46,0,23
4,5,943,48,9,64
5,6,931,54,15,54
6,7,922,50,28,62
7,8,908,52,40,63
8,9,895,54,51,64
9,10,883,53,64,24
10,11,876,51,73,52
11,12,867,47,86,3
12,13,865,36,99,23
13,14,857,34,109,4
14,15,856,23,121,28
15,16,846,30,124,10
16,17,843,24,133,2
17,18,842,22,136,8
18,19,840,14,146,3
19,20,837,14,149,8
20,21,829,18,153,9
21,22,826,15,159,5
22,23,823,17,160,3
23,24,820,18,162,6
24,25,814,19,167,27
25,26,805,27,168,23
26,27,798,28,174,12
27,28,796,23,181,17
28,29,791,23,186,4
29,30,787,20,193,10
30,31,783,19,198,18
31,32,777,22,201,7
32,33,773,19,208,0
33,34,773,17,210,0
34,35,773,11,216,0
35,36,773,8,219,0
36,37,773,2,225,0
37,38,773,1,226,0
38,39,773,1,226,0
39,40,773,0,227,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,15
4,5,984,16,0,65
5,6,965,34,1,32
6,7,954,45,1,77
7,8,944,49,7,123
8,9,931,49,20,54
9,10,919,52,29,76
10,11,904,56,40,85
11,12,896,54,50,26
12,13,891,43,66,24
13,14,884,40,76,8
14,15,877,39,84,50
15,16,870,32,98,67
16,17,858,37,105,52
17,18,847,39,114,21
18,19,842,41,117,18
19,20,835,34,131,5
20,21,833,27,140,28
21,22,824,28,148,3
22,23,822,27,151,4
23,24,820,22,158,12
24,25,815,20,165,0
25,26,815,14,171,11
26,27,809,17,174,8
27,28,805,18,177,8
28,29,801,17,182,5
29,30,797,19,184,17
30,31,788,22,190,8
31,32,782,24,194,0
32,33,782,16,202,38
33,34,768,26,206,16
34,35,760,27,213,32
35,36,752,33,215,23
36,37,744,37,219,31
37,38,739,34,227,23
38,39,732,31,237,9
39,40,729,26,245,10
40,41,725,23,252,8
41,42,720,23,257,4
42,43,716,21,263,6
43,44,713,20,267,14
44,45,709,20,271,12
45,46,706,18,276,25
46,47,700,19,281,2
47,48,699,14,287,6
48,49,696,16,288,8
49,50,692,14,294,4
50,51,689,12,299,3
51,52,688,10,302,2
52,53,686,10,304,6
53,54,681,13,306,0
54,55,681,10,309,6
55,56,679,10,311,4
56,57,675,11,314,9
57,58,672,11,317,1
58,59,671,10,319,4
59,60,669,10,321,2
60,61,667,8,325,2
61,62,666,6,328,3
62,63,664,5,331,0
63,64,664,5,331,0
64,65,664,4,332,3
65,66,662,5,333,2
66,67,660,6,334,3
67,68,657,9,334,0
68,69,657,8,335,0
69,70,657,5,338,0
70,71,657,1,342,0
71,72,657,0,343,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,1,0,0
9,10,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,17
2,3,984,16,0,32
3,4,971,29,0,60
4,5,955,45,0,58
5,6,941,51,8,40
6,7,933,54,13,53
7,8,923,51,26,65
8,9,908,53,39,97
9,10,899,50,51,89
10,11,889,47,64,92
11,12,873,57,70,23
12,13,866,47,87,29
13,14,859,43,98,23
14,15,854,36,110,35
15,16,846,34,120,19
16,17,841,26,133,5
17,18,837,23,140,29
18,19,826,31,143,15
19,20,821,27,152,10
20,21,817,29,154,9
21,22,811,31,158,19
22,23,804,26,170,0
23,24,804,18,178,10
24,25,799,19,182,10
25,26,793,19,188,4
26,27,789,21,190,13
27,28,784,22,194,0
28,29,784,17,199,6
29,30,779,15,206,8
30,31,775,15,210,14
31,32,769,19,212,2
32,33,767,17,216,12
33,34,763,17,220,12
34,35,759,17,224,14
35,36,752,19,229,3
36,37,750,15,235,25
37,38,742,22,236,6
38,39,740,23,237,10
39,40,735,23,242,13
40,41,730,23,247,17
41,42,726,20,254,12
42,43,720,20,260,5
43,44,717,20,263,11
44,45,710,25,265,1
45,46,709,23,268,17
46,47,704,23,273,11
47,48,699,21,280,12
48,49,694,20,286,8
49,50,691,20,289,13
50,51,686,21,293,0
51,52,686,18,296,2
52,53,685,13,302,8
53,54,682,12,306,5
54,55,677,14,309,4
55,56,674,12,314,0
56,57,674,9,317,5
57,58,669,13,318,9
58,59,664,16,320,3
59,60,661,16,323,8
60,61,657,18,325,2
61,62,655,14,331,17
62,63,648,20,332,1
63,64,647,15,338,4
64,65,645,15,340,0
65,66,645,10,345,0
66,67,645,8,347,0
67,68,645,2,353,6
68,69,639,8,353,4
69,70,637,8,355,1
70,71,636,9,355,2
71,72,634,9,357,8
72,73,628,15,357,15
73,74,623,19,358,16
74,75,619,19,362,9
75,76,616,20,364,10
76,77,613,20,367,5
77,78,611,13,376,0
78,79,611,11,378,7
79,80,605,14,381,5
80,81,601,18,381,1
81,82,600,16,384,1
82,83,599,14,387,12
83,84,592,18,390,0
84,85,592,12,396,6
85,86,586,16,398,0
86,87,586,12,402,0
87,88,586,9,405,0
88,89,586,4,410,0
89,90,586,1,413,0
90,91,586,1,413,0
91,92,586,0,414,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,1,0,0
9,10,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,1,0,0
9,10,999,1,0,0
10,11,999,1,0,0
11,12,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,16
4,5,983,17,0,6
5,6,977,23,0,25
6,7,968,32,0,43
7,8,958,36,6,42
8,9,945,43,12,65
9,10,934,47,19,38
10,11,926,44,30,28
11,12,911,46,43,94
12,13,900,51,49,30
13,14,891,46,63,46
14,15,884,45,71,40
15,16,872,41,87,31
16,17,866,37,97,30
17,18,860,36,104,26
18,19,853,39,108,21
19,20,845,38,117,9
20,21,841,32,127,18
21,22,835,29,136,23
22,23,829,26,145,14
23,24,817,30,153,36
24,25,808,32,160,15
25,26,801,34,165,45
26,27,796,32,172,14
27,28,789,33,178,15
28,29,785,27,188,14
29,30,780,25,195,13
30,31,775,24,201,52
31,32,767,27,206,14
32,33,762,24,214,34
33,34,755,25,220,12
34,35,752,22,226,8
35,36,748,21,231,16
36,37,744,23,233,5
37,38,740,21,239,3
38,39,739,19,242,5
39,40,734,16,250,4
40,41,732,16,252,2
41,42,730,14,256,11
42,43,724,16,260,7
43,44,721,15,264,0
44,45,721,11,268,3
45,46,718,12,270,20
46,47,713,12,275,1
47,48,712,10,278,4
48,49,710,12,278,0
49,50,710,9,281,2
50,51,709,7,284,0
51,52,709,4,287,8
52,53,702,11,287,10
53,54,696,15,289,0
54,55,696,13,291,18
55,56,690,18,292,3
56,57,688,15,297,4
57,58,686,13,301,1
58,59,685,10,305,4
59,60,682,7,311,10
60,61,677,12,311,15
61,62,670,19,311,7
62,63,666,19,315,3
63,64,663,19,318,9
64,65,660,19,321,3
65,66,657,17,326,5
66,67,652,17,331,6
67,68,648,17,335,12
68,69,645,19,336,13
69,70,642,18,340,2
70,71,640,13,347,16
71,72,632,18,350,10
72,73,629,18,353,7
73,74,626,19,355,1
74,75,625,15,360,1
75,76,624,11,365,1
76,77,624,8,368,7
77,78,620,9,371,0
78,79,620,7,373,0
79,80,620,5,375,4
80,81,616,6,378,4
81,82,612,10,378,3
82,83,609,12,379,2
83,84,608,10,382,13
84,85,602,14,384,10
85,86,597,16,387,0
86,87,597,13,390,0
87,88,597,11,392,5
88,89,594,11,395,2
89,90,592,10,398,3
90,91,589,12,399,3
91,92,588,9,403,3
92,93,586,9,405,4
93,94,584,7,409,0
94,95,584,6,410,0
95,96,584,4,412,0
96,97,584,2,414,0
97,98,584,1,415,0
98,99,584,1,415,0
99,100,584,1,415,0
100,101,584,1,415,0
101,102,584,0,416,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,11
3,4,989,11,0,23
4,5,977,23,0,21
5,6,965,35,0,22
6,7,953,44,3,27
7,8,944,44,12,16
8,9,935,47,18,32
9,10,922,49,29,35
10,11,913,45,42,37
11,12,904,44,52,68
12,13,893,44,63,42
13,14,887,43,70,19
14,15,883,39,78,77
15,16,869,48,83,43
16,17,860,41,99,8
17,18,856,34,110,21
18,19,849,33,118,18
19,20,842,28,130,37
20,21,832,34,134,14
21,22,827,32,141,18
22,23,818,35,147,18
23,24,811,32,157,5
24,25,809,28,163,23
25,26,803,29,168,11
26,27,800,25,175,16
27,28,794,18,188,12
28,29,788,21,191,27
29,30,779,26,195,17
30,31,772,26,202,14
31,32,769,26,205,11
32,33,759,34,207,36
33,34,753,31,216,12
34,35,746,32,222,20
35,36,742,27,231,6
36,37,740,24,236,3
37,38,737,19,244,10
38,39,727,26,247,6
39,40,723,25,252,0
40,41,723,22,255,2
41,42,722,11,267,3
42,43,720,10,270,4
43,44,717,9,274,0
44,45,717,8,275,6
45,46,711,13,276,22
46,47,705,17,278,7
47,48,702,17,281,10
48,49,697,22,281,12
49,50,693,20,287,4
50,51,691,16,293,6
51,52,687,17,296,6
52,53,685,16,299,8
53,54,681,17,302,0
54,55,681,11,308,5
55,56,677,13,310,1
56,57,676,14,310,6
57,58,673,12,315,17
58,59,667,16,317,6
59,60,661,20,319,7
60,61,659,17,324,12
61,62,651,22,327,4
62,63,649,21,330,5
63,64,646,17,337,1
64,65,645,16,339,10
65,66,641,16,343,0
66,67,641,10,349,0
67,68,641,8,351,3
68,69,638,8,354,3
69,70,635,7,358,2
70,71,633,9,358,8
71,72,629,10,361,0
72,73,629,10,361,0
73,74,629,8,363,2
74,75,627,5,368,0
75,76,627,4,369,0
76,77,627,3,370,0
77,78,627,2,371,0
78,79,627,1,372,0
79,80,627,0,373,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
