,Step,Susceptible,Infected,Recovered,Encounters
141,142,420,10,570,8
142,143,418,8,574,1
143,144,418,6,576,2
144,145,417,5,578,3
145,146,416,3,581,0
146,147,416,2,582,0
147,148,416,1,583,0
148,149,416,0,584,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,22
1,2,991,9,0,111
2,3,974,26,0,226
3,4,952,48,0,325
4,5,925,71,4,281
5,6,908,82,10,281
6,7,890,84,26,265
7,8,875,78,47,62
8,9,871,70,59,165
9,10,860,62,78,68
10,11,851,52,97,121
11,12,841,47,112,59
12,13,833,41,126,85
13,14,825,37,138,55
14,15,818,34,148,10
15,16,814,28,158,36
16,17,809,24,167,44
17,18,801,25,174,42
18,19,793,29,178,30
19,20,788,30,182,38
20,21,778,30,192,54
21,22,773,30,197,107
22,23,761,35,204,31
23,24,756,33,211,59
24,25,747,33,220,86
25,26,735,37,228,93
26,27,725,42,233,77
27,28,717,43,240,78
28,29,711,38,251,55
29,30,706,31,263,28
30,31,703,24,273,26
31,32,696,23,281,17
32,33,693,23,284,80
33,34,684,23,293,19
34,35,680,21,299,39
35,36,674,26,300,15
36,37,671,22,307,15
37,38,668,14,318,14
38,39,664,15,321,28
39,40,659,17,324,32
40,41,654,19,327,24
41,42,651,19,330,15
42,43,647,19,334,1
43,44,646,14,340,16
44,45,643,13,344,16
45,46,640,10,350,6
46,47,639,8,353,0
47,48,639,6,355,2
48,49,639,2,359,0
49,50,639,1,360,0
50,51,639,1,360,0
51,52,639,0,361,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,36
1,2,991,9,0,28
2,3,984,16,0,90
3,4,969,31,0,135
4,5,946,52,2,343
5,6,922,69,9,238
6,7,907,77,16,187
7,8,892,78,30,357
8,9,873,77,50,157
9,10,863,71,66,94
10,11,856,63,81,71
11,12,846,55,99,105
12,13,834,50,116,82
13,14,827,50,123,84
14,15,821,42,137,33
15,16,813,44,143,67
16,17,803,42,155,19
17,18,802,34,164,18
18,19,800,27,173,54
19,20,792,22,186,44
20,21,786,23,191,50
21,22,782,21,197,50
22,23,772,29,199,46
23,24,767,29,204,46
24,25,763,24,213,77
25,26,753,27,220,99
26,27,743,30,227,34
27,28,738,30,232,77
28,29,728,33,239,15
29,30,726,26,248,53
30,31,719,28,253,13
31,32,718,22,260,4
32,33,717,19,264,3
33,34,716,15,269,12
34,35,713,10,277,12
35,36,711,9,280,20
36,37,707,11,282,8
37,38,707,8,285,23
38,39,701,13,286,23
39,40,697,14,289,36
40,41,690,17,293,23
41,42,687,17,296,23
42,43,679,23,298,18
43,44,676,22,302,18
44,45,674,20,306,12
45,46,671,16,313,20
46,47,666,18,316,3
47,48,665,15,320,10
48,49,662,14,324,2
49,50,662,8,330,6
50,51,662,6,332,7
51,52,658,10,332,13
52,53,656,8,336,0
53,54,656,7,337,0
54,55,656,6,338,5
55,56,653,6,341,7
56,57,651,7,342,13
57,58,646,11,343,32
58,59,640,16,344,72
59,60,632,22,346,8
60,61,628,24,348,13
61,62,624,24,352,30
62,63,617,26,357,51
63,64,611,23,366,11
64,65,609,21,370,9
65,66,606,19,375,19
66,67,601,21,378,22
67,68,596,19,385,10
68,69,594,16,390,6
69,70,593,12,395,3
70,71,592,9,399,4
71,72,590,7,403,0
72,73,590,6,404,7
73,74,588,6,406,0
74,75,588,5,407,6
75,76,587,5,408,14
76,77,583,7,410,15
77,78,580,9,411,5
78,79,579,9,412,2
79,80,578,8,414,1
80,81,578,6,416,1
81,82,578,4,418,2
82,83,578,3,419,8
83,84,574,5,421,6
84,85,573,6,421,0
85,86,573,6,421,7
86,87,571,8,421,5
87,88,570,6,424,5
88,89,569,5,426,0
89,90,569,3,428,0
90,91,569,3,428,0
91,92,569,2,429,5
92,93,569,0,431,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,34
1,2,985,15,0,198
2,3,955,45,0,236
3,4,933,67,0,295
4,5,911,86,3,504
5,6,887,92,21,480
6,7,867,100,33,235
7,8,855,91,54,154
8,9,845,80,75,225
9,10,832,68,100,142
10,11,821,66,113,83
11,12,811,56,133,89
12,13,802,52,146,60
13,14,796,36,168,87
14,15,785,41,174,57
15,16,777,38,185,22
16,17,774,34,192,77
17,18,765,35,200,32
18,19,761,32,207,40
19,20,754,33,213,67
20,21,746,31,223,44
21,22,741,30,229,49
22,23,734,31,235,33
23,24,728,31,241,27
24,25,722,32,246,14
25,26,720,26,254,28
26,27,715,24,261,24
27,28,711,22,267,6
28,29,710,14,276,8
29,30,708,13,279,6
30,31,706,10,284,24
31,32,703,12,285,28
32,33,699,13,288,16
33,34,694,13,293,24
34,35,691,16,293,42
35,36,684,21,295,45
36,37,679,22,299,44
37,38,673,23,304,43
38,39,667,27,306,43
39,40,660,29,311,20
40,41,657,26,317,8
41,42,655,17,328,8
42,43,651,17,332,15
43,44,648,18,334,25
44,45,643,14,343,17
45,46,639,15,346,17
46,47,633,20,347,11
47,48,631,17,352,16
48,49,625,19,356,24
49,50,622,14,364,22
50,51,618,16,366,11
51,52,616,18,366,17
52,53,614,13,373,16
53,54,611,10,379,16
54,55,608,10,382,15
55,56,605,10,385,32
56,57,598,16,386,27
57,58,594,16,390,1
58,59,594,15,391,7
59,60,591,15,394,35
60,61,584,19,397,14
61,62,578,24,398,18
62,63,576,17,407,21
63,64,572,19,409,19
64,65,569,15,416,30
65,66,563,16,421,13
66,67,560,16,424,19
67,68,559,13,428,24
68,69,555,13,432,8
69,70,553,10,437,3
70,71,553,7,440,10
71,72,551,7,442,17
72,73,547,11,442,14
73,74,543,13,444,5
74,75,542,11,447,9
75,76,541,7,452,6
76,77,539,8,453,6
77,78,538,7,455,0
78,79,538,6,456,7
79,80,536,5,459,8
80,81,534,5,461,8
81,82,533,6,461,4
82,83,533,6,461,0
83,84,533,4,463,6
84,85,531,5,464,8
85,86,530,5,465,14
86,87,528,6,466,30
87,88,525,8,467,38
88,89,517,15,468,15
89,90,514,18,468,35
90,91,508,22,470,32
91,92,504,22,474,15
92,93,501,23,476,13
93,94,499,18,483,6
94,95,499,15,486,9
95,96,496,13,491,4
96,97,496,9,495,15
97,98,493,8,499,0
98,99,493,6,501,0
99,100,493,5,502,0
100,101,493,4,503,0
101,102,493,2,505,1
102,103,492,1,507,0
103,104,492,1,507,0
104,105,492,1,507,4
105,106,491,2,507,8
106,107,489,4,507,6
107,108,486,7,507,15
108,109,485,6,509,11
109,110,483,7,510,12
110,111,479,10,511,1
111,112,479,9,512,4
112,113,479,7,514,4
113,114,478,4,518,4
114,115,476,5,519,9
115,116,475,4,521,16
116,117,470,9,521,7
117,118,468,10,522,9
118,119,466,12,522,6
119,120,465,11,524,2
120,121,464,9,527,2
121,122,464,4,532,3
122,123,462,5,533,8
123,124,459,7,534,2
124,125,459,6,535,7
125,126,457,6,537,7
126,127,455,7,538,0
127,128,455,6,539,4
128,129,453,7,540,4
129,130,452,5,543,0
130,131,452,3,545,2
131,132,450,3,547,1
132,133,450,3,547,0
133,134,450,3,547,5
134,135,450,2,548,0
135,136,450,1,549,0
136,137,450,1,549,0
137,138,450,0,550,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,15
3,4,993,6,1,68
4,5,975,24,1,63
5,6,964,35,1,255
6,7,940,57,3,163
7,8,924,68,8,392
8,9,904,75,21,195
9,10,891,70,39,169
10,11,876,72,52,150
11,12,864,71,65,223
12,13,849,68,83,61
13,14,842,61,97,83
14,15,834,57,109,57
15,16,826,47,127,45
16,17,822,37,141,68
17,18,813,34,153,55
18,19,807,32,161,36
19,20,802,27,171,15
20,21,799,25,176,18
21,22,797,18,185,19
22,23,794,19,187,45
23,24,786,23,191,24
24,25,783,18,199,49
25,26,774,24,202,30
26,27,771,22,207,44
27,28,765,25,210,34
28,29,759,25,216,19
29,30,754,22,224,18
30,31,749,23,228,47
31,32,741,27,232,26
32,33,737,25,238,52
33,34,729,25,246,6
34,35,726,21,253,70
35,36,718,26,256,68
36,37,709,28,263,6
37,38,708,22,270,3
38,39,708,16,276,10
39,40,705,14,281,10
40,41,705,9,286,7
41,42,702,9,289,4
42,43,701,9,290,15
43,44,698,9,293,36
44,45,689,16,295,36
45,46,683,19,298,5
46,47,681,20,299,30
47,48,676,18,306,23
48,49,672,19,309,7
49,50,669,15,316,7
50,51,667,13,320,22
51,52,662,16,322,14
52,53,658,17,325,27
53,54,653,20,327,15
54,55,651,20,329,33
55,56,642,21,337,29
56,57,639,20,341,11
57,58,636,19,345,28
58,59,630,19,351,16
59,60,628,18,354,51
60,61,619,23,358,4
61,62,618,23,359,7
62,63,617,18,365,6
63,64,615,15,370,20
64,65,612,11,377,10
65,66,610,10,380,3
66,67,608,11,381,0
67,68,608,9,383,10
68,69,605,6,389,1
69,70,604,6,390,5
70,71,603,5,392,0
71,72,603,4,393,0
72,73,603,3,394,0
73,74,603,2,395,0
74,75,603,1,396,0
75,76,603,1,396,0
76,77,603,0,397,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,1,0,0
7,8,999,1,0,0
8,9,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,1,0,0
6,7,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,29
1,2,990,10,0,77
2,3,974,26,0,251
3,4,948,52,0,249
4,5,927,70,3,354
5,6,911,73,16,267
6,7,895,75,30,165
7,8,886,63,51,146
8,9,871,65,64,116
9,10,863,53,84,214
10,11,846,58,96,229
11,12,834,55,111,182
12,13,820,59,121,122
13,14,812,55,133,48
14,15,806,51,143,149
15,16,788,54,158,37
16,17,785,45,170,70
17,18,777,41,182,101
18,19,766,41,193,41
19,20,758,35,207,55
20,21,752,37,211,18
21,22,751,28,221,14
22,23,748,19,233,19
23,24,742,19,239,19
24,25,740,17,243,25
25,26,736,16,248,26
26,27,730,21,249,38
27,28,724,23,253,57
28,29,716,28,256,30
29,30,711,27,262,22
30,31,706,27,267,64
31,32,696,31,273,29
32,33,693,26,281,47
33,34,685,29,286,51
34,35,677,26,297,11
35,36,676,25,299,31
36,37,669,28,303,14
37,38,665,22,313,19
38,39,662,22,316,17
39,40,660,15,325,14
40,41,656,15,329,19
41,42,652,15,333,26
42,43,648,18,334,26
43,44,644,19,337,18
44,45,641,15,344,14
45,46,639,12,349,18
46,47,637,11,352,20
47,48,629,15,356,15
48,49,626,16,358,11
49,50,625,15,360,12
50,51,621,13,366,15
51,52,619,10,371,4
52,53,618,8,374,9
53,54,616,7,377,6
54,55,615,6,379,32
55,56,609,12,379,9
56,57,609,9,382,18
57,58,605,12,383,18
58,59,600,14,386,28
59,60,596,17,387,7
60,61,594,15,391,16
61,62,591,13,396,7
62,63,589,8,403,0
63,64,589,7,404,0
64,65,589,5,406,0
65,66,589,4,407,0
66,67,589,3,408,0
67,68,589,2,409,0
68,69,589,1,410,0
69,70,589,1,410,0
70,71,589,1,410,0
71,72,589,0,411,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,0
4,5,999,1,0,0
5,6,999,0,1,0
0,1,999,1,0,0
1,2,999,1,0,0
2,3,999,1,0,0
3,4,999,1,0,30
4,5,986,13,1,125
5,6,964,35,1,227
6,7,943,56,1,247
7,8,924,69,7,92
8,9,916,69,15,301
9,10,901,75,24,264
10,11,888,70,42,189
11,12,873,69,58,213
12,13,859,64,77,107
13,14,850,58,92,135
14,15,840,57,103,75
15,16,831,53,116,27
16,17,826,43,131,60
17,18,818,40,142,30
18,19,814,35,151,7
19,20,813,26,161,13
20,21,810,19,171,28
21,22,803,17,180,28
22,23,796,20,184,19
23,24,790,23,187,35
24,25,784,25,191,41
25,26,779,26,195,43
26,27,772,29,199,45
27,28,765,32,203,32
28,29,760,30,210,52
29,30,752,33,215,18
30,31,749,30,221,30
31,32,746,27,227,11
32,33,744,14,242,0
33,34,744,10,246,13
34,35,738,12,250,15
35,36,734,14,252,0
36,37,734,11,255,25
37,38,728,16,256,49
38,39,718,22,260,63
39,40,710,27,263,26
40,41,706,28,266,34
41,42,701,25,274,15
42,43,698,24,278,41
43,44,691,24,285,5
44,45,689,19,292,41
45,46,683,21,296,29
46,47,679,19,302,41
47,48,673,23,304,27
48,49,669,26,305,34
49,50,662,25,313,11
50,51,661,22,317,18
51,52,657,18,325,9
52,53,654,16,330,27
53,54,649,19,332,20
54,55,645,17,338,22
55,56,642,17,341,24
56,57,637,18,345,14
57,58,635,17,348,12
58,59,631,19,350,31
59,60,627,16,357,44
60,61,621,18,361,6
61,62,621,14,365,22
62,63,618,13,369,11
63,64,616,13,371,22
64,65,611,13,376,12
65,66,608,13,379,9
66,67,607,11,382,12
67,68,604,13,383,10
68,69,602,12,386,10
69,70,599,11,390,0
70,71,599,10,391,5
71,72,596,9,395,7
72,73,596,7,397,8
73,74,594,8,398,26
74,75,589,10,401,4
75,76,588,9,403,12
76,77,584,12,404,12
77,78,583,13,404,27
78,79,576,17,407,15
79,80,573,17,410,13
80,81,569,16,415,47
81,82,564,18,418,44
82,83,558,21,421,7
83,84,556,19,425,16
84,85,554,18,428,3
85,86,554,15,431,30
86,87,549,17,434,24
87,88,545,11,444,4
88,89,545,10,445,14
89,90,541,12,447,8
90,91,539,14,447,8
91,92,536,13,451,6
92,93,535,11,454,8
93,94,533,11,456,14
94,95,531,10,459,16
95,96,527,11,462,12
96,97,524,12,464,3
97,98,523,12,465,16
98,99,522,11,467,21
99,100,517,12,471,7
100,101,515,12,473,18
101,102,512,12,476,6
102,103,509,11,480,9
103,104,506,12,482,6
104,105,505,8,487,0
105,106,505,6,489,10
106,107,502,7,491,10
107,108,499,8,493,6
108,109,498,9,493,4
109,110,498,7,495,3
110,111,497,8,495,0
